"Export time: 8/6/2022, 8:14:58 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","90","PYT Beauty Lipstick Bright Red Hydrating Hypoallergenic Vegan Makeup 1 Count","PYT BEAUTY","$15.99","0","0","$0","07/24/2021","$10.05","12","3.8","$5.94","442057","Beauty & Personal Care","B08T6R44TG","https://www.amazon.com/dp/B08T6R44TG"
"","","91","Lord & Berry Timeless Kissproof Semi Matte Liquid Lipsticks Ultra Light & Thin Coverage For Smooth & Nourished Lips Long Lasting Lipstick For Women Vegan & Cruelty Free Makeup","Lord and Berry","$25.00","0","0","$0","08/08/2016","$18.33","10","4.7","$6.67","280426","Beauty & Personal Care","B075JMHS1V","https://www.amazon.com/dp/B075JMHS1V"
"","","92","Oulac Kissproof Matte Liquid Purple Lipstick - Lip stian Waterproof 24 Hours Long Lasting Lip Tint with Vitamin E & Rose Oil High Pigment ColorGluten Free & Vegan FreePurple M14","Oulac","$8.99","...","...","...","07/01/2022","$4.73","0","","$4.26","59533","...","B09YD6HL8S","https://www.amazon.com/dp/B09YD6HL8S"
"","","93","essence | Glimmer GLOW Lipstick | pH Technology Provides Your Own Unique Shade | Subtle & Sheer Pink Color | Vegan & Cruelty Free | Paraben Free Gluten Free Oil Free Preservative Free","essence cosmetics","$3.99","3975","132","$15860","06/11/2021","$0.13","1500","4","$3.86","5098","Beauty & Personal Care","B08YFD3WSG","https://www.amazon.com/dp/B08YFD3WSG"
"","","94","Honest Beauty Lip Crayon-Demi-Matte Marsala with Jojoba Oil & Shea Butter | Lightweight High-Impact Color | EWG Certified + Dermatologist tested + Hypoallergenic & Cruelty free | 0.105 oz.","Honest Beauty","$15.33","442","14","$6776","10/18/2018","$9.49","1251","4.1","$5.84","38391","Beauty & Personal Care","B07F4643XD","https://www.amazon.com/dp/B07F4643XD"
"","","95","Concrete Minerals Lip Tints Nourishing Formula With High Color Payout Longwear With Smooth Application Cooling Sensation Of Peppermint 100% Vegan and Cruelty Free Handmade in USA 0.6 Ounce Total (Smoke & Mirrors)","Concrete Minerals","$27.00","60","2","$1620","12/14/2020","...","98","4.2","","81095","Beauty & Personal Care","B08L8DHYKZ","https://www.amazon.com/dp/B08L8DHYKZ"
"","","96","6Pcs Matte Liquid Lipstick Makeup Set Matte liquid Long-Lasting Wear Non-Stick Cup Not Fade Waterproof Lip Gloss (Set A)","BestLand","$9.98","17540","584","$175049","02/13/2020","$5.64","25780","4","$4.34","492","Beauty & Personal Care","B083QNQQP9","https://www.amazon.com/dp/B083QNQQP9"
"","","97","Liquid Lipstick from ShowOff - Trophy For Beautiful You! Creamy Pure Matte Smooth Texture Long Lasting 24-hour Smudge Proof Labiales Stay On Kiss Proof Water Proof Vegan Cruelty free matte labial mate larga duracion 24","ShowOff","$15.00","...","...","...","03/23/2022","$9.83","1","5","$5.17","1068650","...","B09TV46L4F","https://www.amazon.com/dp/B09TV46L4F"
"","","98","FOCUSED lipstick from Bossy Cosmetics Power Woman Essentials Collection - Mauve Pink Matte Texture - Made with Watermelon Seed Oil for Moisturizing Wear Vegan Cruelty Free Paraben Free ( 3.9 gr)","Bossy Cosmetics","$20.00","15","0","$300","04/16/2021","$13.46","2","4.5","$6.54","220692","Beauty & Personal Care","B08ZWNMCBK","https://www.amazon.com/dp/B08ZWNMCBK"
"","","99","SHANY Vegan Dreamy Dozen Matte Lip Liner Set - Long-Lasting Professional Velvet Lipstick Pencils in Varying Shades - Pack of 12","SHANY","$11.94","96","3","$1146","12/25/2018","$6.61","248","4.2","$5.33","65582","Beauty & Personal Care","B07KQT9SNK","https://www.amazon.com/dp/B07KQT9SNK"
"","","100","Honeybee Gardens Truly Natural Lipstick Risque | Vegan Cruelty Free Gluten Free","Honeybee Gardens","$13.99","30","1","$420","08/01/2009","...","14","4.3","","164605","Beauty & Personal Care","B002K6OMM4","https://www.amazon.com/dp/B002K6OMM4"
"","","101","Clove + Hallow Lip Crme Cruelty-Free Vegan Natural Makeup Matte Lipstick Damsel","CLOVE + HALLOW","$27.00","0","0","$0","07/09/2018","$20.03","54","3.7","$6.97","410139","Beauty & Personal Care","B07C2BVTT8","https://www.amazon.com/dp/B07C2BVTT8"
"","","102","3INA The Lipstick 282 - Outstanding Shade Selection - Matte And Shiny Finishes - Highly Pigmented And Comfortable - Vegan And Cruelty Free Formula - Moisturizes The Lips - 90S Nude - 0.16 Oz","3ina","$15.95","...","...","...","06/08/2022","$10.02","237","4.3","$5.93","113727","...","B08XXRJ6XD","https://www.amazon.com/dp/B08XXRJ6XD"
"","","103","Winky Lux Matte Lip Velour 24-Hour Long Lasting Lipstick Hydrating with Castor Seed Oil and Vanilla for Everyday Wear. 0.14 Oz Mermaid","Winky Lux","$14.99","0","0","$0","09/26/2019","$9.2","19","4.3","$5.79","477815","Beauty & Personal Care","B07BFB4HRV","https://www.amazon.com/dp/B07BFB4HRV"
"","","104","Undone Beauty Light on Lip Reflecting Amplifying Lipstick with Sheer Buildable Hydrating Color and Aloe Coconut & Volume Enhancing Pigment - Vegan and Paraben & Cruelty Free - Gosh Garnet","UNDONE BEAUTY","$10.00","148","4","$1480","07/23/2019","$5.66","236","4.2","$4.34","59169","Beauty & Personal Care","B07PTBJ4J5","https://www.amazon.com/dp/B07PTBJ4J5"
"","","105","Clover Comfy Matte Lipstick Cruelty-Free & Vegan Lip Makeup Bunny","Clover","$16.00","0","0","$0","06/13/2021","$10.06","19","4","$5.94","248072","Beauty & Personal Care","B095J3RZFG","https://www.amazon.com/dp/B095J3RZFG"
