,product_name,brand,price,monthly_sales,daily_sales,monthly_revenue,date_first_available,net,rating_number,rating,fees,product_rank,category,asin,link
4568,Eleman Liquid Matte Lipstick Pink Mauve Miami Edition - Long Lasting Ultra-Pigmented - Vitamin E Infused No Drying Formula - Vegan And Cruelty-Free Ingredients 19 Oz,Eleman,18.0,0.0,0.0,0.0,03/10/2021,11.76,1,5.0,6.24,391638.0,Beauty & Personal Care,B08YD23F14,https://www.amazon.com/dp/B08YD23F14
4569,Fifth & Skin Better'n Ur Lips (SWEET PEA 2.0) Vegan Lipstick - 100% Natural - Organic - Gluten Free - Cruelty Free - Paraben Free - Healthy Color that's Good for your Lips!,Fifth & Skin,20.95,38.0,1.0,796.0,05/28/2019,14.27,270,4.2,6.68,135144.0,Beauty & Personal Care,B07RM8S6SZ,https://www.amazon.com/dp/B07RM8S6SZ
4570,PÜR 4-in-1 Lip Duo - Lip Gloss Matte Lipstick - All Day Lipstick For Long Wear Matte Lip Stain Liquid Lipstick & Daily Lip Moisturizing - Cruelty-Free Vegan Lip Tint,PÜR MINERALS,20.0,30.0,1.0,600.0,09/21/2020,14.08,34,4.1,5.92,196660.0,Beauty & Personal Care,B07KK597Q5,https://www.amazon.com/dp/B07KK597Q5
4571,YOUNG VISION Lipsticks Set Multi-finish Matte Nude Colors Lip Stick Bundles Lip Makeup Gift Set for Women Long-lasting and Moisturizing Pack of 6,YOUNG VISION,9.99,148.0,5.0,1793.5,04/12/2022,5.42,84,4.3,4.57,42295.0,unknown,B09QM48SL9,https://www.amazon.com/dp/B09QM48SL9
4572,Sky Organics Tinted Lip Balms for Lips to Moisturize Soften & Add A Wash of Color Four Assorted Shades 4pk.,Sky Organics,6.88,2855.0,95.0,19642.0,01/15/2017,2.79,7492,4.3,4.09,6473.0,Beauty & Personal Care,B01LDELBTU,https://www.amazon.com/dp/B01LDELBTU
4573,Matte Liquid Lipstick | Dusty Rose Lip Color - Best Pink Nude Lipstick Vegan Cruelty-free Aromi (Berry Nude),Aromi,17.0,384.0,12.0,6528.0,08/05/2017,6.26,391,4.2,5.22,34441.0,Beauty & Personal Care,B07KMJM8Y8,https://www.amazon.com/dp/B07KMJM8Y8
4574,Mineral Fusion Lipstick Butter Blackberry 0.06 Ounce,Mineral Fusion,10.98,37.0,1.0,406.0,12/30/2015,6.41,454,4.0,4.57,45411.0,Beauty & Personal Care,B017JX4ORU,https://www.amazon.com/dp/B017JX4ORU
4575,Honest Lip Crayon Lush Sheer - Chesnut Women Lipstick 0.105 oz,Honest Beauty,8.99,458.0,15.0,4117.0,09/05/2018,4.73,818,4.2,4.26,42455.0,Beauty & Personal Care,B07F43XTFS,https://www.amazon.com/dp/B07F43XTFS
4576,NYX PROFESSIONAL MAKEUP Lip Lingerie XXL Matte Liquid Lipstick - Turn-On (Peach Nude),NYX PROFESSIONAL MAKEUP,8.28,7033.0,234.0,58233.0,04/19/2021,4.08,4532,4.4,4.2,1738.0,Beauty & Personal Care,B00LMQ38RI,https://www.amazon.com/dp/B00LMQ38RI
4577,Mented Cosmetics Nude Matte Lipstick - Brand Nude Long Lasting Liquid Lipstick - Pink Tan Mauve Lipstick - Waterproof Matte Lip Stain for Dark Lip Color - Matte Nude Lipstick for 24 Hour Stay,Mented,18.0,360.0,12.0,6480.0,02/05/2021,6.26,287,4.4,5.22,33680.0,Beauty & Personal Care,B08TB9QSPQ,https://www.amazon.com/dp/B08TB9QSPQ
4578,6 Colors Velvet Matte Lipgloss SetCapsule Tube Shape Lipgloss With Women's Daily Makeup Lipstick Set,LANGMANNI,13.99,148.0,5.0,1793.5,07/05/2022,8.97,3,2.5,5.02,105278.0,unknown,B0B12JWYW2,https://www.amazon.com/dp/B0B12JWYW2
4579,Honeybee Gardens Truly Natural Lipstick Seduction | vegan cruelty free gluten free,Honeybee Gardens,13.59,0.0,0.0,0.0,unknown,6.26,29,4.2,5.22,347307.0,Beauty & Personal Care,B002K684TQ,https://www.amazon.com/dp/B002K684TQ
4580,Miss Rose Long-lasting Matte Lipstick Set 12 PCS Multi Colored featuring full-pigment lip color with a smooth ultra-matte finish in 12 shades,Miss Rose,19.95,518.0,17.0,10334.0,11/27/2017,13.19,3126,4.1,6.76,26762.0,Beauty & Personal Care,B0777KRYCH,https://www.amazon.com/dp/B0777KRYCH
4581,100% PURE Pomegranate Oil Anti-Aging Lipstick Long Lasting Vibrant Makeup - Moisturizing Cocoa Butter Satin Finish - Vegan Fruit Pigmented Peony Color (Pale Pink) - 0.15 oz,100% PURE,28.0,263.0,8.0,7364.0,03/09/2015,6.26,215,4.2,5.22,41989.0,Beauty & Personal Care,B07B6DWB8G,https://www.amazon.com/dp/B07B6DWB8G
4582,3INA Makeup Cruelty Free Paraben Free Vegan Intense Lipstick 4 ml - 301 Dark Nude,3ina,17.99,0.0,0.0,0.0,04/12/2019,11.75,1,5.0,6.24,705309.0,Beauty & Personal Care,B07GBPNDJQ,https://www.amazon.com/dp/B07GBPNDJQ
4583,Long Lasting Waterproof Matte LipstickHydratingNon-Stick LipstickVelvety Red Lipstick With pure lusterLipstick for All OccasionsEssential Lipstick for WomenCruelty Free Vegan Makeup(05),Chongshang,6.68,138.0,4.0,922.0,03/16/2022,2.61,61,3.8,4.07,81098.0,Beauty & Personal Care,B09S5RDR9S,https://www.amazon.com/dp/B09S5RDR9S
4584,Edanta Natural Lip Gloss Clear Creamy Lipstick Vegan Cruelty Free Liquid Lipsticks Hydrating Lip Cosmestis Make up for Women and Girls Pack of 1 (Orange 2),Edanta,8.99,15.0,0.0,135.0,12/11/2020,4.73,12,3.3,4.26,279677.0,Beauty & Personal Care,B08PYLQK29,https://www.amazon.com/dp/B08PYLQK29
4585,'Unashamed' Premium Nude Matte Liquid Lipstick | By The Clique,By The Clique,16.5,90.0,3.0,1485.0,06/09/2018,6.5,224,3.8,10.0,68607.0,Beauty & Personal Care,B08BC5CVYQ,https://www.amazon.com/dp/B08BC5CVYQ
4586,Ere Perez - Natural Olive Oil Lipstick | Vegan Cruelty-Free Clean Beauty (Circus),Ere Perez,27.0,30.0,1.0,810.0,12/17/2018,19.41,46,4.4,7.59,208209.0,Beauty & Personal Care,B07DCG6QC8,https://www.amazon.com/dp/B07DCG6QC8
4587,Dark Green Liquid Lipstick - Matte Green Lipstick Kiss Proof for Halloween Cosplay Carnival - Ultra Long Lasting Lightweight Waterproof Lipstick with Brush- Cruelty Free Vegan (FORBIDDEN FOREST),MAKI YIKA,12.99,148.0,5.0,1793.5,06/29/2022,6.26,6,5.0,5.22,21830.0,unknown,B0B1M6JWPL,https://www.amazon.com/dp/B0B1M6JWPL
4588,Winky Lux Glimmer Balm Color-Changing Pink Tinted pH Lip Balm Infused with Vitamin E for All-Day Moisture and Subtle Glittery Gloss 0.13 Oz (Unicorn),Winky Lux,16.0,957.0,31.0,15312.0,09/24/2017,6.26,2865,4.3,5.22,4609.0,Beauty & Personal Care,B075X4S4GW,https://www.amazon.com/dp/B075X4S4GW
4589,MEICOLY 9 Colors Matte Lipstick Lip Liner Pencil Set Durable Velvet Lipstick Combination Kit Nude Color Vibrant Smooth for Black Women with 1 Large Sharpener,MEICOLY,13.99,148.0,5.0,1793.5,01/16/2022,8.97,242,3.9,5.02,143803.0,unknown,B09PF5JPM8,https://www.amazon.com/dp/B09PF5JPM8
4590,NYX PROFESSIONAL MAKEUP Suede Matte Lipstick Vegan Formula - Girl Bye (Berry),NYX PROFESSIONAL MAKEUP,7.97,480.0,16.0,3826.0,08/28/2018,3.79,1119,4.4,4.18,27540.0,Beauty & Personal Care,B07GXDS3RT,https://www.amazon.com/dp/B07GXDS3RT
4591,Skingasm Liquid Blading Lips - 2-Phase High-Intensity Lip Stain for Hyper-Brilliant Color - Revolutionary Smudge Proof Lipstick and Matte Lipstick - Vegan Lip Makeup (Naked),SKINGASM,28.0,55.0,1.0,1540.0,11/22/2021,20.88,173,3.4,7.12,109238.0,Beauty & Personal Care,B09L7375DK,https://www.amazon.com/dp/B09L7375DK
4592,Honeybee Gardens Truly Natural Lipstick Valentine (pink) | Vegan | Cruelty Free | Gluten Free | Naturally Hydrating,Honeybee Gardens,14.98,0.0,0.0,0.0,09/11/2014,9.81,44,3.6,5.17,365023.0,Beauty & Personal Care,B00CXX8LUS,https://www.amazon.com/dp/B00CXX8LUS
4593,CCbeauty Matte Lipstick Set 6 Colors Velvet Smooth Nude Lip Stick Waterproof Long Lasting Moisturizer Pigmented Non-Stick Cup Not Fade Pink Lip Makeup Valentine's Day Gift Sets for Her Girls Women Set A,CCbeauty,9.99,305.0,10.0,3047.0,02/20/2021,5.65,381,4.2,4.34,39117.0,Beauty & Personal Care,B08THJJW6M,https://www.amazon.com/dp/B08THJJW6M
4594,Honeybee Gardens Truly Natural Lipstick Bombshell (neutral) | Vegan | Gluten Free | Cruelty Free | Naturally Hydrating & Nourishing | Long-wearing,Honeybee Gardens,15.99,4.0,0.0,64.0,05/15/2018,10.05,34,4.3,5.94,205295.0,Beauty & Personal Care,B00FH93K8S,https://www.amazon.com/dp/B00FH93K8S
4595,NYX PROFESSIONAL MAKEUP Ultimate Shadow Palette Eyeshadow Palette - Brights,NYX PROFESSIONAL MAKEUP,11.61,9215.0,307.0,106986.0,07/16/2019,6.33,28396,4.6,5.28,2182.0,Beauty & Personal Care,B01IW02HYG,https://www.amazon.com/dp/B01IW02HYG
4596,Dragun Beauty DragunGlass Matte Liquid Lipstick Nude Pink Hydrating & Comfortable Matte Finish with Jojoba Oil Vitamin E & Honeysuckle Extract - Vegan & Cruelty Free (0.15 oz),DRAGUN BEAUTY,17.11,60.0,2.0,1027.0,04/21/2021,11.0,127,4.3,6.11,120024.0,Beauty & Personal Care,B08P7PQDH2,https://www.amazon.com/dp/B08P7PQDH2
4597,ZM Zayn & Myza Vegan Transfer-Proof Power Matte Lip Color-Liquid Lipstick Long Lasting Smudge-proof Waterproof Hydrated Lips All Day with Vit E Matte Finish Paraben Free Power Red 0.20fl.oz,ZM Zayn & Myza,18.99,0.0,0.0,0.0,08/10/2021,12.6,48,3.8,6.39,418802.0,Beauty & Personal Care,B08Y2WG8KV,https://www.amazon.com/dp/B08Y2WG8KV
4598,COOLA Organic Mineral Sunscreen Tinted Lip Balm Lip Care for Daily Protection Broad Spectrum SPF 30,Coola,39.99,2652.0,88.0,106053.0,09/27/2021,30.45,2116,3.8,9.54,6121.0,Beauty & Personal Care,B09FX1MV3D,https://www.amazon.com/dp/B09FX1MV3D
4599,All Natural Lipstick Semi Matte Lip Color Moisturizing Lipstick Non Toxic Non GMO Highly Pigmented Long Lasting Lipstick Vegan Makeup for Women (Honor) - Luxury by Sofia,Luxury by Sofia,21.0,15.0,0.0,315.0,10/13/2019,14.93,103,4.0,6.07,327629.0,Beauty & Personal Care,B07Y29T45R,https://www.amazon.com/dp/B07Y29T45R
4600,DNM 6 Colors Red Matte Lipstick Pack SetLong Lasting 24 Hour Waterproof Velvet Lipgloss Lip Stain Pigmented Lip Makeup Gift Sets for Girls and Women LabialesGolden Square Tube Lipstick,BINGBRUSH,12.99,148.0,5.0,1793.5,02/08/2022,8.12,28,3.9,4.87,103989.0,unknown,B09Q61SFH9,https://www.amazon.com/dp/B09Q61SFH9
4601,MAEPEOR Matte Lipstick and Lipliner Set 2Pcs Non-Stick Cup Velvety Liquid Lipgloss Set Waterproof and Long Lasting Liquid Lipstick Set for Women and Girls (2PCS Set Black),MAEPEOR,9.99,903.0,30.0,9021.0,10/30/2020,5.65,953,4.3,4.34,14658.0,Beauty & Personal Care,B08HWKGF5K,https://www.amazon.com/dp/B08HWKGF5K
4602,Ambreesh 24 Karat Lips - Long Lasting Liquid Matte Lipstick - Waterproof Vegan Formula Hey Doll,Ambreesh,19.0,18.0,0.0,342.0,11/19/2019,12.61,77,4.0,6.39,277997.0,Beauty & Personal Care,B07FCTP2QF,https://www.amazon.com/dp/B07FCTP2QF
4603,Berry Nude Matte Liquid Lipstick | Vegan Cruelty-free Lightweight Dusty Rose Shade,Aromi,17.0,0.0,0.0,0.0,05/02/2018,6.26,5,4.5,5.22,64173.0,Handmade Products,B07CVN6HL9,https://www.amazon.com/dp/B07CVN6HL9
4604,HAUS LABORATORIES by Lady Gaga: LE MONSTER MATTE LIP CRAYON Greaser,Haus Laboratories,11.9,666.0,22.0,7925.0,02/20/2020,7.2,240,4.4,4.71,94319.0,Beauty & Personal Care,B08371K352,https://www.amazon.com/dp/B08371K352
4605,PYT Beauty Lipstick Bright Red Hydrating Hypoallergenic Vegan Makeup 1 Count,PYT BEAUTY,15.99,0.0,0.0,0.0,07/24/2021,10.05,12,3.8,5.94,442057.0,Beauty & Personal Care,B08T6R44TG,https://www.amazon.com/dp/B08T6R44TG
4606,Lord & Berry Timeless Kissproof Semi Matte Liquid Lipsticks Ultra Light & Thin Coverage For Smooth & Nourished Lips Long Lasting Lipstick For Women Vegan & Cruelty Free Makeup,Lord and Berry,25.0,0.0,0.0,0.0,08/08/2016,18.33,10,4.7,6.67,280426.0,Beauty & Personal Care,B075JMHS1V,https://www.amazon.com/dp/B075JMHS1V
4607,Oulac Kissproof Matte Liquid Purple Lipstick - Lip stian Waterproof 24 Hours Long Lasting Lip Tint with Vitamin E & Rose Oil High Pigment ColorGluten Free & Vegan FreePurple M14,Oulac,8.99,148.0,5.0,1793.5,07/01/2022,4.73,0,4.5,4.26,59533.0,unknown,B09YD6HL8S,https://www.amazon.com/dp/B09YD6HL8S
4608,essence | Glimmer GLOW Lipstick | pH Technology Provides Your Own Unique Shade | Subtle & Sheer Pink Color | Vegan & Cruelty Free | Paraben Free Gluten Free Oil Free Preservative Free,essence cosmetics,3.99,3975.0,132.0,15860.0,06/11/2021,0.13,1500,4.0,3.86,5098.0,Beauty & Personal Care,B08YFD3WSG,https://www.amazon.com/dp/B08YFD3WSG
4609,Honest Beauty Lip Crayon-Demi-Matte Marsala with Jojoba Oil & Shea Butter | Lightweight High-Impact Color | EWG Certified + Dermatologist tested + Hypoallergenic & Cruelty free | 0.105 oz.,Honest Beauty,15.33,442.0,14.0,6776.0,10/18/2018,9.49,1251,4.1,5.84,38391.0,Beauty & Personal Care,B07F4643XD,https://www.amazon.com/dp/B07F4643XD
4610,Concrete Minerals Lip Tints Nourishing Formula With High Color Payout Longwear With Smooth Application Cooling Sensation Of Peppermint 100% Vegan and Cruelty Free Handmade in USA 0.6 Ounce Total (Smoke & Mirrors),Concrete Minerals,27.0,60.0,2.0,1620.0,12/14/2020,6.26,98,4.2,5.22,81095.0,Beauty & Personal Care,B08L8DHYKZ,https://www.amazon.com/dp/B08L8DHYKZ
4611,6Pcs Matte Liquid Lipstick Makeup Set Matte liquid Long-Lasting Wear Non-Stick Cup Not Fade Waterproof Lip Gloss (Set A),BestLand,9.98,17540.0,584.0,175049.0,02/13/2020,5.64,25780,4.0,4.34,492.0,Beauty & Personal Care,B083QNQQP9,https://www.amazon.com/dp/B083QNQQP9
4612,Liquid Lipstick from ShowOff - Trophy For Beautiful You! Creamy Pure Matte Smooth Texture Long Lasting 24-hour Smudge Proof Labiales Stay On Kiss Proof Water Proof Vegan Cruelty free matte labial mate larga duracion 24,ShowOff,15.0,148.0,5.0,1793.5,03/23/2022,9.83,1,5.0,5.17,1068650.0,unknown,B09TV46L4F,https://www.amazon.com/dp/B09TV46L4F
4613,FOCUSED lipstick from Bossy Cosmetics Power Woman Essentials Collection - Mauve Pink Matte Texture - Made with Watermelon Seed Oil for Moisturizing Wear Vegan Cruelty Free Paraben Free ( 3.9 gr),Bossy Cosmetics,20.0,15.0,0.0,300.0,04/16/2021,13.46,2,4.5,6.54,220692.0,Beauty & Personal Care,B08ZWNMCBK,https://www.amazon.com/dp/B08ZWNMCBK
4614,SHANY Vegan Dreamy Dozen Matte Lip Liner Set - Long-Lasting Professional Velvet Lipstick Pencils in Varying Shades - Pack of 12,SHANY,11.94,96.0,3.0,1146.0,12/25/2018,6.61,248,4.2,5.33,65582.0,Beauty & Personal Care,B07KQT9SNK,https://www.amazon.com/dp/B07KQT9SNK
4615,Honeybee Gardens Truly Natural Lipstick Risque | Vegan Cruelty Free Gluten Free,Honeybee Gardens,13.99,30.0,1.0,420.0,08/01/2009,6.26,14,4.3,5.22,164605.0,Beauty & Personal Care,B002K6OMM4,https://www.amazon.com/dp/B002K6OMM4
4616,Clove + Hallow Lip Crme Cruelty-Free Vegan Natural Makeup Matte Lipstick Damsel,CLOVE + HALLOW,27.0,0.0,0.0,0.0,07/09/2018,20.03,54,3.7,6.97,410139.0,Beauty & Personal Care,B07C2BVTT8,https://www.amazon.com/dp/B07C2BVTT8
4617,3INA The Lipstick 282 - Outstanding Shade Selection - Matte And Shiny Finishes - Highly Pigmented And Comfortable - Vegan And Cruelty Free Formula - Moisturizes The Lips - 90S Nude - 0.16 Oz,3ina,15.95,148.0,5.0,1793.5,06/08/2022,10.02,237,4.3,5.93,113727.0,unknown,B08XXRJ6XD,https://www.amazon.com/dp/B08XXRJ6XD
4618,Winky Lux Matte Lip Velour 24-Hour Long Lasting Lipstick Hydrating with Castor Seed Oil and Vanilla for Everyday Wear. 0.14 Oz Mermaid,Winky Lux,14.99,0.0,0.0,0.0,09/26/2019,9.2,19,4.3,5.79,477815.0,Beauty & Personal Care,B07BFB4HRV,https://www.amazon.com/dp/B07BFB4HRV
4619,Undone Beauty Light on Lip Reflecting Amplifying Lipstick with Sheer Buildable Hydrating Color and Aloe Coconut & Volume Enhancing Pigment - Vegan and Paraben & Cruelty Free - Gosh Garnet,UNDONE BEAUTY,10.0,148.0,4.0,1480.0,07/23/2019,5.66,236,4.2,4.34,59169.0,Beauty & Personal Care,B07PTBJ4J5,https://www.amazon.com/dp/B07PTBJ4J5
4620,Clover Comfy Matte Lipstick Cruelty-Free & Vegan Lip Makeup Bunny,Clover,16.0,0.0,0.0,0.0,06/13/2021,10.06,19,4.0,5.94,248072.0,Beauty & Personal Care,B095J3RZFG,https://www.amazon.com/dp/B095J3RZFG
4621,Honeybee Gardens Truly Natural Lipstick Queen Bee (red) | Vegan | Gluten Free | Cruelty Free | Naturally Hydrating & Nourishing | Long-wearing,Honeybee Gardens,15.99,2.0,0.0,32.0,08/09/2009,10.05,101,4.1,5.94,215670.0,Beauty & Personal Care,B00LWHB2QQ,https://www.amazon.com/dp/B00LWHB2QQ
4622,e.l.f. Srsly Satin Lipstick Intense color Payoff & Silky Smooth Formula Creme 0.16 Oz (4.5g),e.l.f.,6.56,170.0,5.0,1115.0,05/27/2020,2.97,557,4.2,3.59,57463.0,Beauty & Personal Care,B07ZR1HF5V,https://www.amazon.com/dp/B07ZR1HF5V
4623,Undone Beauty Talk Lip Creamy Balm-like Matte Lipstick with Aloe & Coconut and Sheer Buildable Hydrating Color - Vegan and Cruelty Free - Raspberry,UNDONE BEAUTY,10.0,10.0,0.0,100.0,07/24/2021,6.28,9,3.1,3.72,282288.0,Beauty & Personal Care,B099VGHD9L,https://www.amazon.com/dp/B099VGHD9L
4624,FreshO2 x Pony Bubble Soft Matte Lipstick Hydrating Luxury Satin Lipstick Silky Smooth Texture | apple cimmamom | Made in Taiwan | Vegan Cruelty Free,FreshO2,18.99,148.0,5.0,1793.5,07/03/2022,13.22,0,4.5,5.77,1126997.0,unknown,B0B3D9BXVT,https://www.amazon.com/dp/B0B3D9BXVT
4625,CLOVE + HALLOW Lip Velvet - Vegan Natural 24 Hour Liquid Matte Lipstick - Napa,CLOVE + HALLOW,25.0,0.0,0.0,0.0,04/28/2018,18.33,20,4.6,6.67,441386.0,Beauty & Personal Care,B07C24T4M3,https://www.amazon.com/dp/B07C24T4M3
4626,CLOVE + HALLOW Lip Velvet - Vegan Natural 24 Hour Liquid Matte Lipstick - Jetsetter,CLOVE + HALLOW,19.0,0.0,0.0,0.0,04/28/2018,13.23,44,4.0,5.77,656883.0,Beauty & Personal Care,B07C27TGJ1,https://www.amazon.com/dp/B07C27TGJ1
4627,REVLON Super Lustrous Glass Shine Lipstick Flawless Moisturizing Lip Color with Aloe Hyaluronic Acid and Rose Quartz Glaring Red (023) 0.15 oz,REVLON,7.0,3085.0,102.0,21595.0,03/07/2020,2.9,6831,4.5,4.1,6439.0,Beauty & Personal Care,B07XVVXTVX,https://www.amazon.com/dp/B07XVVXTVX
4628,NYX PROFESSIONAL MAKEUP Soft Matte Lip Cream Lightweight Liquid Lipstick - Copenhagen (Matte Rich Plum),NYX PROFESSIONAL MAKEUP,6.5,15298.0,509.0,99437.0,09/28/2013,3.06,34825,4.3,3.44,745.0,Beauty & Personal Care,B07B4QVRCH,https://www.amazon.com/dp/B07B4QVRCH
4629,12Pcs/Set Velvet Matte Liquid Lipstick Makeup Classic Waterproof Long Lasting Smooth Soft Reach Colors Full Lips Gloss For Women Gift,UCANBE,11.98,799.0,26.0,9572.0,10/24/2020,6.64,2313,4.0,5.34,19360.0,Beauty & Personal Care,B08J489QBS,https://www.amazon.com/dp/B08J489QBS
4630,Apocalyptic Beauty Goth Dark Red Liquid Lipstick - 100% vegan & cruelty-free beauty products inspired by Horror Pop Culture and the Absurd (Apathy),Apocalyptic Beauty,13.98,14.0,0.0,196.0,07/04/2020,8.96,19,3.3,5.02,388918.0,Beauty & Personal Care,B089NLG7ZD,https://www.amazon.com/dp/B089NLG7ZD
4631,Mehron Makeup Highly Pigmented Semi-Matte LIP Cream (Dare),Mehron,9.95,0.0,0.0,0.0,06/08/2018,6.23,18,4.2,3.72,332870.0,Beauty & Personal Care,B07CY3S34H,https://www.amazon.com/dp/B07CY3S34H
4632,Jolie Cosmetics Vivid Colors Bold Effect Lipstick - High Pigmented - True Color Consistency - Costumes Cosplay Stage & FIlm Parades Festivals Themed Parties - Cruelty Free - Vegan (Mirror),JOLIE. IMPECCABLE ME,16.95,18.0,0.0,305.0,05/23/2016,10.87,52,3.9,6.08,255441.0,Beauty & Personal Care,B07K6TCHC2,https://www.amazon.com/dp/B07K6TCHC2
4633,Glamour Dolls Lip Kit - Lipstick Set w/Clear Lip Gloss For Girls - in 6 Mattenetic Colors - 100% Vegan & Cruelty Free Matte Lipstick Set (Activate),Glamour Dolls,6.99,0.0,0.0,0.0,12/16/2019,2.89,24,4.0,4.1,564432.0,Beauty & Personal Care,B07N892VMZ,https://www.amazon.com/dp/B07N892VMZ
4634,e.l.f Liquid Matte Lipstick Long Lasting Quick-Drying Smudge-Proof Nourishes Conditions Moisturizes Blushing Rose Enriched with Vitamin E 0.10 Oz,e.l.f.,5.38,1215.0,40.0,6537.0,02/26/2019,2.03,1999,4.5,3.35,12376.0,Beauty & Personal Care,B07GCJT4GM,https://www.amazon.com/dp/B07GCJT4GM
4635,Aromi Miss Mauve Matte Liquid Lipstick | Vegan and Cruelty-free Long-lasting,Aromi,17.0,0.0,0.0,0.0,05/02/2018,6.26,4,2.3,5.22,114949.0,Handmade Products,B07F1CJPXF,https://www.amazon.com/dp/B07F1CJPXF
4636,Mynena Sexy Red Liquid Lipstick Matte Velvet Finish Long Lasting Waterproof Lightweight No Smudge Vegan and Cruelty-Free - Elle,Mynena,14.99,121.0,4.0,1814.0,03/28/2016,9.82,3164,4.2,5.17,19205.0,Beauty & Personal Care,B01LZMIPP4,https://www.amazon.com/dp/B01LZMIPP4
4637,EpiLynx by Dr. Liia Matte Lipstick - Highly Pigmented with Vibrant and Soft Shades - Easy-To-Apply Matte Finishes - Gluten Free and Vegan,EPILYNX,12.0,30.0,1.0,360.0,02/18/2021,6.66,63,4.1,5.34,138078.0,Beauty & Personal Care,B08T8SFP33,https://www.amazon.com/dp/B08T8SFP33
4638,3INA The Longwear Lipstick 396 - Naturally Hydrating Fast Drying - Shades That Stay All Day And Suit Every Skin Tone - Cruelty Free Paraben Free Vegan Cosmetics - Dark Purple Color - 0.23 Oz,3ina,17.95,148.0,5.0,1793.5,10/31/2021,11.72,41,4.2,6.23,125416.0,unknown,B085BZM8SK,https://www.amazon.com/dp/B085BZM8SK
4639,Honeybee Gardens Truly Natural Lipstick Romance | Vegan Cruelty Free Gluten Free,Honeybee Gardens,15.9,0.0,0.0,0.0,unknown,6.26,34,4.2,5.22,259088.0,Beauty & Personal Care,B002K649E0,https://www.amazon.com/dp/B002K649E0
4640,3 PC Luxury Kiss-proof Matte Lipstick Bundle - Red Fuchsia & Purple - Vegan Cruelty Free 12-Hour,KUCKIAN COSMETICS,38.5,0.0,0.0,0.0,08/21/2020,6.26,1,5.0,5.22,283598.0,Beauty & Personal Care,B08FZRP7WP,https://www.amazon.com/dp/B08FZRP7WP
4641,Diamond Shine Metallic Sparkle Lip Color with Vitamin E by Nuest Cosmetics Easy Application High Pigment Full Coverage in 8 Glittery Shades Cruelty Free Vegan (Copper Shimmer),Nuest,15.47,384.0,12.0,5940.0,08/20/2019,9.61,135,4.2,5.86,34733.0,Beauty & Personal Care,B07VQL7MQ8,https://www.amazon.com/dp/B07VQL7MQ8
4642,LIQUE Cosmetics Hydrating Lip Balm Infused With Coconut And Jojoba Oils For Soft Lips That Shine Weightless Vegan Formula With A Hint of Color Innocent/Rose 0.21 Oz.,LIQUE,3.72,1635.0,54.0,6082.0,09/02/2021,-0.12,305,4.2,3.84,11156.0,Beauty & Personal Care,B09C1QW5M3,https://www.amazon.com/dp/B09C1QW5M3
4643,Inika Certified Organic Vegan Lipstick 100% Vegan Natural Make-Up Argan Oil Shea Butter Moisturizing Lipsticks Protecting Long Lasting Vibrant Color 4.2 g (Naked Kiss),INIKA,33.95,0.0,0.0,0.0,01/04/2016,25.32,53,3.8,8.63,367734.0,Beauty & Personal Care,B014RJU3WY,https://www.amazon.com/dp/B014RJU3WY
4644,Honeybee Gardens Truly Natural Lipstick Calliope (neutral mauve) | Vegan | Cruelty Free | Gluten Free | Naturally Hydrating,Honeybee Gardens,13.56,15.0,0.0,203.0,09/29/2019,8.61,15,3.8,4.95,302623.0,Beauty & Personal Care,B07SH34XQZ,https://www.amazon.com/dp/B07SH34XQZ
4645,Fab Flamingo Metallic Matte Liquid Lipstick - vegan cruelty-free long-lasting gluten free,Aromi,17.0,0.0,0.0,0.0,05/02/2018,6.26,3,5.0,5.22,24668.0,Handmade Products,B07KCGN8SW,https://www.amazon.com/dp/B07KCGN8SW
4646,100% PURE Lip Caramel Butterchew Long Lasting Liquid Lipstick Nude lipstick with Glossy Finish Natural lipstick Vegan Makeup (Pinky Brown Nude Color) - 0.177 Fl Oz,100% PURE,28.0,18.0,0.0,504.0,08/29/2018,20.88,36,4.2,7.12,306293.0,Beauty & Personal Care,B07B6FWTWC,https://www.amazon.com/dp/B07B6FWTWC
4647,Sunnicorn Butter Lip Balm 0.12Oz - Natural Moisturizing Vegan Lipstick Vegan Lip Gloss for Lip Plumping Non-Toxic Vegan Lip Balm for Cracked Chapped and Dry Lips,sunnicorn,11.0,148.0,5.0,1793.5,05/15/2022,5.81,25,3.9,5.19,271821.0,unknown,B09VGJGF8L,https://www.amazon.com/dp/B09VGJGF8L
4648,URBAN DECAY Vice Lipstick Morning After 0.11 Oz,URBAN DECAY,24.97,91.0,3.0,2272.0,09/28/2017,17.68,69,4.9,7.29,84926.0,Beauty & Personal Care,B01M7QMA47,https://www.amazon.com/dp/B01M7QMA47
4649,Maybelline New York Super Stay Matte Ink Liquid Lipstick Long Lasting High Impact Color Up to 16H Wear Exhilarator Ruby Red 0.17 fl.oz,Maybelline New York,7.98,22458.0,748.0,179215.0,05/31/2017,4.42,75497,4.4,3.56,154.0,Beauty & Personal Care,B08H4FSGDX,https://www.amazon.com/dp/B08H4FSGDX
