"Export time: 8/5/2022, 11:51:51 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","82","Belly Dancing Belts with Golden/Sliver Coins 10PCS Hip Scarfs Shakers for Belly Dance with 128 Coins","DROK","$39.99","23","0","$920","04/15/2014","$27.56","321","4.6","$12.43","191036","Sports & Outdoors","B00JQ2HKEC","https://www.amazon.com/dp/B00JQ2HKEC"
"","","83","Whitewed Velvet Belly Dance Coin Hip Scarf Belt Egyptian Cabaret Tribal Fusion","Whitewed","$10.99","0","0","$0","04/14/2018","...","3","5","","2519614","Clothing Shoes & Jewelry","B07C735C5C","https://www.amazon.com/dp/B07C735C5C"
"","","84","Vera Bradley Women's Cotton Zip Id Case and Lanyard Combo","Vera Bradley","$23.27","...","...","...","07/29/2022","$15.77","439","4.8","$7.50","24130","...","B091PKGVPQ","https://www.amazon.com/dp/B091PKGVPQ"
"","","85","AK-Trading Black Belly Dancing Hip Scarf with Silver Coins","AK TRADING CO","$9.95","0","0","$0","10/21/2011","$4.04","167","4.5","$5.91","1616625","Clothing Shoes & Jewelry","B004AYJ12A","https://www.amazon.com/dp/B004AYJ12A"
"","","86","Belly Dance Plus Size Chiffon 3-Row Hip Scarf | TURKISTANI Plus","Miss Belly Dance","$21.99","0","0","$0","01/08/2019","...","21","4.2","","888739","Clothing Shoes & Jewelry","B07MSG93C3","https://www.amazon.com/dp/B07MSG93C3"
"","","87","Plus Size XL Chiffon Belly Dance Hip Scarf Wrap Belt Tribal Sash Skirt Silver Coins","PEARL","$19.95","0","0","$0","10/13/2014","...","271","4.6","","929721","Clothing Shoes & Jewelry","B0075FUJBS","https://www.amazon.com/dp/B0075FUJBS"
"","","88","AK-Trading Plus Size Belly Dancing Hip Scarf - Royal Blue with Gold Coins","AK TRADING CO","$19.95","0","0","$0","02/02/2012","...","6","3.9","","2761962","Sports & Outdoors","B009ICG4LA","https://www.amazon.com/dp/B009ICG4LA"
"","","89","Belly Dance Hip Scarf with Tassels Sequins Triangle Coins Wrap Skirt Music Festival Clothing","Nimiman","$14.90","...","...","...","08/22/2021","$9.45","6","4.3","$5.45","1120353","...","B09DSWCRXH","https://www.amazon.com/dp/B09DSWCRXH"
"","","90","Women Sequins Belly Dance Hip Scarf Tassels Coins Rave Wrap Skirt Halloween Costume","Cielary","$16.66","...","...","...","03/05/2022","$10.29","4","4.4","$6.37","346405","...","B09TYWP589","https://www.amazon.com/dp/B09TYWP589"
"","","91","Timberland Women's Leather RFID Small Indexer Wallet Billfold","Timberland","$24.99","1750","58","$43733","06/10/2020","$17.2","1322","4.3","$7.79","32974","Clothing Shoes & Jewelry","B08B2T31GR","https://www.amazon.com/dp/B08B2T31GR"
"","","92","MUNAFIE Women's Belly Dance Coin Belt Hip Scarf","MUNAFIE","$12.98","0","0","$0","02/19/2022","$7","136","4.4","$5.98","1040979","Clothing Shoes & Jewelry","B072539Q6M","https://www.amazon.com/dp/B072539Q6M"
"","","93","ShariRose Boho Chic Headscarf Tichel Headwear for Women Embellished with lace Handmade","ShariRose","$21.00","4","0","$84","10/07/2012","$13.21","118","4.2","$7.79","346109","Clothing Shoes & Jewelry","B01HC26QQ0","https://www.amazon.com/dp/B01HC26QQ0"
"","","94","ZLTdream Lady's Belly Dance Film Gong Skirt Hip Scarf Belt Chiffon With Gold Coins","ZLTdream","$12.78","...","...","...","03/09/2022","$7.69","2","4.5","$5.09","745771","...","B09VFPQ6LC","https://www.amazon.com/dp/B09VFPQ6LC"
"","","95","Neck Gaiter Masks - Breathable Face Bandana Mask for Men & Women INTO THE AM","Store INTO THE AM INTO THE AM Visit the","$9.95","233","7","$2318","07/06/2020","$4.04","39124","4","$5.91","36037","Clothing Shoes & Jewelry","B01LE3HB9Y","https://www.amazon.com/dp/B01LE3HB9Y"
