"Export time: 8/6/2022, 12:04:18 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","258","Gorimanly Makeup Sponge Blender beauty Foundation Blending Sponge for Liquid Cream and Powder8 pack Multi-colored Makeup Sponge","N\C","$5.99","...","...","...","05/31/2022","$1.97","4","4.5","$4.02","283841","...","B09TR6QP4Y","https://www.amazon.com/dp/B09TR6QP4Y"
"","","259","4pc Make Up Blender Set in Pink and Black","Generic","$5.99","...","...","...","07/30/2022","$1.97","2","5","$4.02","104346","...","B0B6798SZS","https://www.amazon.com/dp/B0B6798SZS"
"","","260","Kingbridal 8 Pcs Makeup Sponges Set Blender Beauty Foundation Blending Sponge Flawless for Liquid Cream and Powder Multi-colored Cosmetic Applicator Puff for Dry/Wet Use (Pink)","Kingbridal","$11.99","45","1","$540","03/12/2021","$6.65","117","4.5","$5.34","159011","Beauty & Personal Care","B08XW9Q8QW","https://www.amazon.com/dp/B08XW9Q8QW"
"","","261","Beauty Junkees Makeup Sponge Blender - Pink Egg Foundation Makeup Blender Sponge Liquid Cream Powder Contour Blending Sponges Make Up Applicator Cosmetic Blenders Wet Dry Beauty Sponge Latex Free","Beauty Junkees","$6.97","10","0","$70","06/12/2013","$2.87","614","4.4","$4.10","109883","Beauty & Personal Care","B06XKJQDD7","https://www.amazon.com/dp/B06XKJQDD7"
"","","262","4 Colors Makeup Sponge Holder Beauty Blender Sponge Travel Case Sponge Makeup Egg Storage Box Silicone Protective Container for Cosmetic Sponge (Style 2)","Yitexin","$12.49","...","...","...","03/25/2022","$7.08","1","3","$5.41","213740","...","B09SWHDX5Y","https://www.amazon.com/dp/B09SWHDX5Y"
"","","263","4 Breathable Makeup Sponge Travel Case Protective Plastic Beauty Blender Holder Clear","CAMSTIC","$10.99","40","1","$440","09/02/2020","$5.8","63","4.6","$5.19","120426","Beauty & Personal Care","B085BNJBVT","https://www.amazon.com/dp/B085BNJBVT"
"","","264","50pcs Beauty Wedges Cosmetic Puff Powder Puff Beauty Women's Makeup Wedge Foundation Sponge Blender to Make Up Tools Accessories Latex Free Foam Sponges Makeup Blenders for Powder and Liquid Makeup","KATPOSIN","$9.99","...","...","...","06/02/2022","$5.65","0","","$4.34","261142","...","B09WVP2FWR","https://www.amazon.com/dp/B09WVP2FWR"
"","","265","Beaupretty 2pcs Beauty Sponge Blender Storage Case Makeup Sponge Travel Holder Dry Rack Powder Puff Stand Organizer for Women","Beaupretty","$18.99","18","0","$342","04/20/2021","$12.6","18","4.5","$6.39","228433","Beauty & Personal Care","B09289GC6R","https://www.amazon.com/dp/B09289GC6R"
"","","266","acoolstore 4pcs Pro Beauty Flawless Makeup Sponges Blender Foundation Puff Multi ColorShape (Water Drop Shape)","acoolstore","$1.20","60","2","$72","11/05/2016","...","104","4.1","","121828","Beauty & Personal Care","B01MXH5NAA","https://www.amazon.com/dp/B01MXH5NAA"
"","","267","TOROKOM 1Pcs Makeup Sponge Foundation Sponge Blender Beauty Cosmetics Puff Sponge Makeup Brush Tool with Handle for Foundation Powder Concealer Beauty Products (Skin Colour)","TOROKOM","$5.99","30","1","$180","...","$2.59","132","3.7","$3.40","210810","Beauty & Personal Care","B08C4ZZG7B","https://www.amazon.com/dp/B08C4ZZG7B"
"","","268","THE TOOL LAB 1047 Hydro Makeup Sponge Rectangle (2pcs) - Cosmetics Puff and Cosmetics Foundation Blending Sponges Flawless for Liquid Cream or Liquid Application Can Use Damp or Dry - Latex Free","THE TOOL LAB","$12.00","98","3","$1176","03/03/2021","$6.66","45","3.9","$5.34","69692","Beauty & Personal Care","B08TB6NPHP","https://www.amazon.com/dp/B08TB6NPHP"
"","","269","8 Pcs Makeup Sponge Set Makeup Beauty Sponges Blender Cosmetic Tool Multi-colored Blending Make Up Sponges for Foundation Liquid Cream (Pink 1)","Aganmi","$10.99","75","2","$824","04/02/2021","...","146","4.6","","202886","Beauty & Personal Care","B0912G4HB5","https://www.amazon.com/dp/B0912G4HB5"
"","","270","Honbay 2PCS Mesh Makeup Sponge Holder Containers Small Cosmetic Travel Zippered Toiletry Bags with Keyring for Makeup Sponge Puff Lipstick Keys Headphones","HONBAY","$7.59","30","1","$228","04/19/2021","$4.06","24","4.5","$3.53","189679","Beauty & Personal Care","B08GLZZR44","https://www.amazon.com/dp/B08GLZZR44"
"","","271","4 Pcs Makeup Sponge Holder Makeup Blender Storage","DIYstore","$6.99","15","0","$105","12/20/2020","$3.51","23","4.6","$3.48","155353","Beauty & Personal Care","B08NG6CSM1","https://www.amazon.com/dp/B08NG6CSM1"
"","","272","Makeup silicone beauty sponge blender rain drop (Blue)","Generic","$4.99","...","...","...","02/19/2022","$1.67","20","3.1","$3.32","307467","...","B09Q3NK7FC","https://www.amazon.com/dp/B09Q3NK7FC"
"","","273","16 Pcs Cosmetic Puff Powder Foundation Sponge Triangle Women's Makeup Blending Sponges Beauty Foundation Blender for Cream Liquid Concealer Make Up Tools Accessories","Honeydak","$4.99","40","1","$200","12/23/2021","$1.67","12","3.3","$3.32","273510","Beauty & Personal Care","B09KY32CGG","https://www.amazon.com/dp/B09KY32CGG"
"","","274","UNI Love Beauty Blender Sponge  Oblique-Cut Beauty Sponge for Flawless Contouring and Blending  Perfect for Cream Powder and Liquid Application  Latex-Free Makeup Sponge for All Skin Types Black","Generic","$4.90","30","1","$147","01/15/2022","$0.97","2","2.5","$3.93","230321","Beauty & Personal Care","B09PRSK5SC","https://www.amazon.com/dp/B09PRSK5SC"
"","","275","4Pcs Makeup Sponge and Cute Travel Case Set Soft Silicone Carrying Protective HolderMakeup Sponge Blender","Aooba","$9.99","36","1","$360","07/25/2020","...","103","4.5","","229587","Beauty & Personal Care","B08D7LL57B","https://www.amazon.com/dp/B08D7LL57B"
"","","276","Miss Gorgeous Makeup Sponge Blender Beauty Foundation Blending Sponge for Liquid Cream and Powder (4Pcs)","Miss Gorgeous London","$9.99","75","2","$749","06/04/2019","$5.65","197","4.6","$4.34","184216","Beauty & Personal Care","B07NV8GWD3","https://www.amazon.com/dp/B07NV8GWD3"
"","","277","Makeup Sponge Wedge Shaped Blender Professional Applicators Latex Free Foam For Cosmetic Blending Foundation 48 pieces Bulk Pack by HOYOLS","HOYOLS","$6.99","165","5","$1153","03/15/2020","$2.89","121","4.3","$4.10","80241","Beauty & Personal Care","B081GSBT8B","https://www.amazon.com/dp/B081GSBT8B"
"","","278","Beautyblender The Crown Jewels Blender Essentials Kit With 4 Makeup Blenders For Liquid Foundations Powders And Creams and 4 Cleansers To Clean Sponges Vegan And Cruelty Free Made In The USA","beautyblender","$65.00","15","0","$975","05/08/2021","$51.48","16","4.4","$13.52","330677","Beauty & Personal Care","B07YCBYT6J","https://www.amazon.com/dp/B07YCBYT6J"
"","","279","5Pcs Makeup Sponge Set Beauty BlenderFoundation Blending Beauty SpongeFlawless for LiquidMakeup Sponges for Foundation Sponge for Dry and Wet Use Multicolored","Feijie","$8.55","...","...","...","03/07/2022","$4.33","0","","$4.22","354493","...","B09H4CVYY1","https://www.amazon.com/dp/B09H4CVYY1"
"","","280","TATORERA 5pcs Oblique cut Makeup Sponge Set makeup sponges for foundation Multi-functional Beauty Blender for Powder Liquid and CreamBlending Applicators for Foundations. (Black)","Generic","$6.99","...","...","...","06/13/2022","$2.89","0","","$4.10","260155","...","B09R7NRL6R","https://www.amazon.com/dp/B09R7NRL6R"
"","","281","GIRLSKART 2 pcs Makeup Sponge Set Makeup Blender for Liquid and Cream foundation Latex free and Vegan Beauty Sponge Beauty blender sponge sponges makeup blender (Black)","GIRLSKART","$9.99","...","...","...","06/13/2022","...","0","","","337009","...","B09YH1GFPT","https://www.amazon.com/dp/B09YH1GFPT"
"","","282","Makeup Sponge Set of 8 - Makeup Sponges for foundation Makeup Blender Beauty Sponge Powder Cream Latex-free Cosmetic Sponges for Flawless Wet/Dry Liquid Make-up Blending","KOLLIO","$16.98","...","...","...","01/10/2022","$10.66","14","4.3","$6.32","164787","...","B097B5PDFY","https://www.amazon.com/dp/B097B5PDFY"
"","","283","48 Pieces Makeup Blenders Sponges Cosmetic Sponges Wedge Latex Free Makeup Sponge Blender Wedge Wedge Shaped Sponge for Makeup(Orange pink)","Chihutown","$6.99","0","0","$0","01/04/2022","$3.51","3","4.6","$3.48","272876","Beauty & Personal Care","B09N38LNJZ","https://www.amazon.com/dp/B09N38LNJZ"
"","","284","Asion Beauty Blender Holder Makeup Sponge Blender Drying Stand and Beauty Blender Sponge Storage Display Makeup Sponge Holder With Sliding Cover Opening-white","Asion","$6.99","15","0","$105","11/15/2021","$2.89","12","3.8","$4.10","199808","Beauty & Personal Care","B09LV2TFPH","https://www.amazon.com/dp/B09LV2TFPH"
"","","285","10 Pcs Makeup Sponge Set Non-Latex Makeup Foundation Blending Beauty Sponges Cosmetic Applicator Puff Flawless for Liquid Powder Cream (10pcs wine red 4)","IMAGIC","$15.99","10","0","$160","10/01/2021","$10.05","5","5","$5.94","220141","Beauty & Personal Care","B09DSVG1F9","https://www.amazon.com/dp/B09DSVG1F9"
"","","286","Real Techniques Miracle Makeup Blender Beauty Sponge Gift Set with Makeup Brush Cleaner Set of 6","Real Techniques","$20.00","32","1","$640","09/26/2020","$13.46","829","4.7","$6.54","183635","Beauty & Personal Care","B08DNH6MZ2","https://www.amazon.com/dp/B08DNH6MZ2"
"","","287","GFOUNS beauty blender sponge:4 pcs small mini beauty blender under eyesand 9 large makeup sponge with 1 beauty blender holdermakeup sponges for foundationliquidCreamblendingand powder.","GFOUNS","$12.79","...","...","...","05/08/2022","$7.33","23","4.6","$5.46","305024","...","B09WTTJGFG","https://www.amazon.com/dp/B09WTTJGFG"
"","","288","Sponge egg gourd do not eat powder dry and wet puff cotton makeup tool Red wine","KVANACE","$3.28","23","0","$75","10/20/2021","$-0.56","15","3.8","$3.84","222154","Beauty & Personal Care","B091GQN5J7","https://www.amazon.com/dp/B091GQN5J7"
"","","289","2Pack Makeup Sponge Drying Stand Beauty Sponge Blender Holder(Rose Gold)","JAKENHAM","$4.99","18","0","$90","02/24/2021","$1.05","17","4.9","$3.94","299122","Beauty & Personal Care","B08XJ48P1C","https://www.amazon.com/dp/B08XJ48P1C"
"","","290","EmaxDesign 3 Pieces Makeup Blender Sponge Set Foundation Blending Blush Concealer Eye Face Powder Cream Cosmetics Beauty Makeup Sponges","EmaxDesign","$8.99","3","0","$27","01/05/2016","$4.73","2196","4.3","$4.26","268722","Beauty & Personal Care","B0186ZLM3Y","https://www.amazon.com/dp/B0186ZLM3Y"
"","","291","Molain Round Sponge Puff Set 12 Pieces 2.2 Inch White Facial Powder Blender Puffs Foam Sponges Applicator For Liquid Foundation Makeup Cosmetic Facial Cleanser","Molain","$5.69","197","6","$1121","03/25/2022","$2.31","104","4.3","$3.38","48959","Beauty & Personal Care","B09V1BZBQ7","https://www.amazon.com/dp/B09V1BZBQ7"
"","","292","Beauty Junkees Makeup Sponge Blender - Black Egg Foundation Makeup Blender Sponge Liquid Cream Powder Contour Blending Sponges Make Up Applicator Cosmetic Blenders Wet Dry Beauty Sponge Latex Free","Beauty Junkees","$6.97","26","0","$181","06/12/2013","$2.87","437","4.4","$4.10","234324","Beauty & Personal Care","B01FWWM5DA","https://www.amazon.com/dp/B01FWWM5DA"
"","","293","The beautyblender Original and micro.mini pro Blender Makeup Sponges Bundle for Contouring Foundations Powders & Creams. Vegan Cruelty Free","beautyblender","$32.40","...","...","...","11/28/2021","...","3","3.5","","161219","...","B09MG44WHR","https://www.amazon.com/dp/B09MG44WHR"
"","","294","Molain 48 Pieces Powder Puffs Beauty Blender Elasticity Makeup Sponge Blending Triangle Mini Foundation Applicator Reusable Non-latex Cosmetic Face Nail Tool Supplies (Green and Blue)","Molain","$5.66","...","...","...","05/23/2022","$1.67","0","","$3.99","165254","...","B09Y1T71VK","https://www.amazon.com/dp/B09Y1T71VK"
"","","295","Cosmetics Beauty Flat Body Black Makeup Sponge Blender Tear Drop Shape Latex Free One Piece by DreamCut","DreamCut","$12.99","20","0","$260","02/07/2018","$7.5","43","3.9","$5.49","175212","Beauty & Personal Care","B01MU03SQQ","https://www.amazon.com/dp/B01MU03SQQ"
"","","296","8pcs Makeup Sponge Blender Set-Latex-Free Vegan Sponges with Storage Box[Prime Deals]Beauty Cosmetic Foundation Blending Powder Puff for Liquid Powers BB CreamDry and Wet Used (Pink Purple)","Arswin","$7.99","0","0","$0","03/17/2021","...","25","4.5","","242034","Beauty & Personal Care","B08Z7K9Y37","https://www.amazon.com/dp/B08Z7K9Y37"
"","","297","Real Techniques Sponge+ Beauty Makeup Blenders Poreless Perfection Kit for Facial Cleanser Foundation and Setting Powder Probiotic Infused For Natural & Matte Finish 3 Piece Kit","Real Techniques","$12.99","...","...","...","10/05/2021","$7.5","87","4.2","$5.49","122101","...","B097NCHMP4","https://www.amazon.com/dp/B097NCHMP4"
"","","298","PROCEDURE BEAUTY Makeup Beauty Sponge Protective Travel Case and Holder Professional Makeup Tool Used for Drying and Storing Makeup Beauty Sponge Reusable & Washable Latex-Free Multi-Purpose Travel-Friendly Reusable Packaging (Pink)","Procedure","$8.00","...","...","...","04/27/2022","$3.82","4","5","$4.18","234239","...","B09WTJHBGJ","https://www.amazon.com/dp/B09WTJHBGJ"
"","","299","KOOBA 20 pcs Makeup Powder Sponges Round and Square Latex Free Disposable Beauty Blender Foam Cosmetic Applicator Facial Puffs for Flawless Foundation Sensitive and All Skin Types","Nuonove","$6.99","91","3","$636","11/13/2016","$2.89","269","4.4","$4.10","123456","Beauty & Personal Care","B01M05A9YU","https://www.amazon.com/dp/B01M05A9YU"
"","","300","Miss Lil USA Makeup Sponge Blender Multicolor Set - Non Latex Soft Professional Beauty Sponge Foundation Blending Blender with Egg Case Flawless for Cream Powder and Liquid (3PCS Black Pink)","Miss Lil USA","$5.55","30","1","$167","12/26/2021","$1.57","58","4.5","$3.98","139769","Beauty & Personal Care","B09MVCXC2L","https://www.amazon.com/dp/B09MVCXC2L"
"","","301","Beaupretty 3Pcs Makeup Sponge Beauty Foundation Blending Sponge Makeup Sponge Wedge Foundation Sponges with Handle Cosmetic Blender Professional Beauty Sponge Blender","Beaupretty","$8.49","...","...","...","11/07/2021","...","4","4.2","","212822","...","B09CPZGDHM","https://www.amazon.com/dp/B09CPZGDHM"
"","","302","KOOBA 4 Pcs Beauty Sponge and 1 Makeup Blender Holder Multi-shape Latex-Free Vegan Sponges 5pcs Set for Blending Flawless Foundation of Liquid Cream or Powder Sensitive and All Skin Types","OWLFAVO","$5.88","7","0","$41","03/18/2018","$1.87","340","4.5","$4.01","179073","Beauty & Personal Care","B079HPJQN1","https://www.amazon.com/dp/B079HPJQN1"
"","","303","25 Pcs Women's Round Soft Makeup Beauty Eye Face Foundation Blender Facial Smooth Powder Puff Cosmetics Blush Applicators Sponges Use for Dry and Wet(White)","Kukiwhy","$6.99","0","0","$0","10/28/2021","$3.51","2","4.5","$3.48","320539","Beauty & Personal Care","B099HZ6CB1","https://www.amazon.com/dp/B099HZ6CB1"
"","","304","Gleem Cosmetics Beauty Sponge Blender - Latex Free and Vegan Makeup Sponge Blender - For PowderCream or Liquid Application - One Piece Make Up Sponge","Gleem","$3.74","10","0","$37","02/15/2021","$-0.1","13","4.1","$3.84","352923","Beauty & Personal Care","B08WK3P43Y","https://www.amazon.com/dp/B08WK3P43Y"
"","","305","KZZM 6pack Makeup SpongesBlender Beauty Tool for Liquid Powder CreamBeautiful Mango Shaped Makeup Sponge","KZZM","$9.99","26","0","$260","09/16/2020","$5.65","29","4.9","$4.34","176394","Beauty & Personal Care","B08DXFVB8H","https://www.amazon.com/dp/B08DXFVB8H"
"","","306","12 Pieces Mini Powder Puff Face Triangle Powder Puff Esponjas Para Maquillaje Finger Makeup Puff Setting Powder Puff for Loose Powder Foundation Cosmetic Concealer (Black White)","Cunhill","$8.59","...","...","...","03/06/2022","$4.36","36","4.3","$4.23","43391","...","B09R74Y7KK","https://www.amazon.com/dp/B09R74Y7KK"
"","","307","e.l.f. Blending Sponge Duo - 1 ct","Elf","$9.45","34","1","$321","02/02/2022","$5.15","9","4.7","$4.30","271840","Beauty & Personal Care","B07ZR12L7X","https://www.amazon.com/dp/B07ZR12L7X"
"","","308","Makeup Blender Sponge Maredash Colorful Beauty Sponges Latex-free Blender (24pcs Sponges 1pc Sponge Holder)","Maredash","$11.99","55","1","$659","05/21/2020","$6.42","1001","4.6","$5.57","198569","Beauty & Personal Care","B0832FSX99","https://www.amazon.com/dp/B0832FSX99"
