"Export time: 8/5/2022, 11:15:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","190","Bath Bombs for Kids with Puppy Toys Inside Kids Bath Bombs Organic Bubble Bath Fizzies Bomb 3.5 oz/per 12 Pcs Set Birthday/Christmas Surprise Gift for Girls & Boys","R-LOMU","$24.99","677","22","$16918","07/22/2020","$14.81","423","4.6","$10.18","28675","Beauty & Personal Care","B08MJL4NTY","https://www.amazon.com/dp/B08MJL4NTY"
"","","191","Pacha Soap Froth Bomb Sweet Honey Almond Honeycomb 5 Ounce","Pacha Soap","$6.49","0","0","$0","10/20/2019","...","128","4.6","","883563","Beauty & Personal Care","B07B6DH63V","https://www.amazon.com/dp/B07B6DH63V"
"","","192","Bath Bombs Gift Set JVR 6 Pack Handmade Bubble Organic Bath Bombs with Natural Essential Oils Bubble Bathbombs Perfect for Moisturizing Dry Skin Anniversary Christmas Gift for Kids Women Moms Her","JVR","$17.99","30","1","$540","08/06/2020","$10.15","96","4.1","$7.84","195713","Beauty & Personal Care","B08FD6762N","https://www.amazon.com/dp/B08FD6762N"
"","","193","Easter Bath Bombs with Bird Toys for Kids 12 Packs Bubble Bath Bombs with Surprise Inside (Cute Birds Figures) Natural Essential Oil SPA Bath Fizzies Set Easter Basket Stuffers Birthday Gift","JOYIN","$13.99","30","1","$420","01/04/2021","$6.1","173","3","$7.89","149498","Beauty & Personal Care","B08S3JDJST","https://www.amazon.com/dp/B08S3JDJST"
"","","194","Auyeetek Bath Bombs with Surprise Inside 6 Pcs Handmade Gift Set Natural Fizzies Spa Kit with Toys as Gifts for Kids Women Girls Ladies on Easter Birthday Anniversary Christmas Mothers Day","Auyeetek","$16.99","8460","282","$143735","07/22/2021","$9.3","11","4.1","$7.69","1237","Beauty & Personal Care","B09B3RC9R1","https://www.amazon.com/dp/B09B3RC9R1"
"","","195","Pacha Soap Froth Bomb Strawberry Orange 4 Count","Pacha Soap","$15.00","0","0","$0","06/15/2020","$8.98","34","4.3","$6.02","257710","Beauty & Personal Care","B085DM51GW","https://www.amazon.com/dp/B085DM51GW"
"","","196","Bath Bombs for Women with Surprise Note InsideOrganic Bubble Bath Bombs Gift SetPerfect for Bubble & Spa Bath. Gifts idea for Her/Him Wife GirlfriendMothersIdeal Birthday","STARYAR","$7.99","0","0","$0","05/11/2021","$3.81","87","4.3","$4.18","261283","Beauty & Personal Care","B094QQFG7J","https://www.amazon.com/dp/B094QQFG7J"
"","","197","Bath Bombs Gift Set - Valentines Gifts for her - Vegan Bubble Bath with Argan Oil Shea Butter Coconut Oil and Coco Butter Relaxation and Stress Relief Large Bathbombs (Pack of 6)","2Clicks","$17.99","0","0","$0","05/16/2021","$9.5","58","4.5","$8.49","1317432","Beauty & Personal Care","B07MQ6C93X","https://www.amazon.com/dp/B07MQ6C93X"
"","","198","Bath Bombs for Kids with Toys Inside - Organic Bubble Bath Fizzies with Superhero Toy Surprises. Gentle and Kids Safe Bath Balls. Gifts for Kids - Boys Girls","Mineral Me California","$27.97","690","23","$19299","06/09/2020","$17.98","636","4.7","$9.99","22966","Beauty & Personal Care","B08B184W71","https://www.amazon.com/dp/B08B184W71"
"","","199","Pacha Froth Bomb French Lavender Round 5 Ounce","Pacha Soap","$6.49","0","0","$0","10/17/2019","...","136","4.6","","681646","Beauty & Personal Care","B07B6DPDK8","https://www.amazon.com/dp/B07B6DPDK8"
"","","200","DONECO Bath Bombs 12 Pcs Bubble Bath Bomb Rich in Pure Essential Oils Shea Butter Coconut Oil Bubble Bath Spa Fizz Moisturize Dry Skin Birthday Valentines Gifts for Kids Girls Mom","DONECO","$14.99","15","0","$225","01/11/2021","$6.31","69","4.7","$8.68","208917","Beauty & Personal Care","B08NWZM4JP","https://www.amazon.com/dp/B08NWZM4JP"
"","","201","Aofmee Bath Bombs for Kids Handmade Natural Bath Bombs with Surprise Inside Shea Cocoa Butter Moisturize Spa Fizzies Bath Bomb Kit Birthday Christmas Holiday Gifts for Women Girls Boys","Aofmee","$16.99","659","21","$11196","02/02/2020","$9.3","4490","4.7","$7.69","41140","Beauty & Personal Care","B081J3M89T","https://www.amazon.com/dp/B081J3M89T"
"","","202","Whole Foods Market Fizzing Bath Bomb Oatmeal Shea 2.3 oz","Whole Foods Market","$2.99","0","0","$0","07/12/2018","$-0.85","285","4.6","$3.84","474180","Beauty & Personal Care","B074H77YQS","https://www.amazon.com/dp/B074H77YQS"
"","","203","Bath Bombs 12 Bath Bombs for Kids Aofmee Kids Bath Bombs Bath Bombs with Surprise Inside Handmade Bathbombs Christmas Birthday Halloween Easter Valentines Gift Set for Kids Boys Girls Women","Aofmee","$19.99","226","7","$4518","06/19/2022","$11.2","404","4.6","$8.79","117985","Beauty & Personal Care","B0957B4S7X","https://www.amazon.com/dp/B0957B4S7X"
"","","204","Bath Bombs Moisturize Skin Handmade Bubble Bath and Fizzy Spa Best Bath Bomb Birthday Gifts for Women & Kids for Her.","KRONDO","$4.69","0","0","$0","07/30/2021","...","3","3.2","","767672","Beauty & Personal Care","B0995VCVLX","https://www.amazon.com/dp/B0995VCVLX"
